step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
658,CASH_OUT,54583.71,C288327856,54583.71,0,C1847735500,0,54583.71,1,0
658,CASH_OUT,82535.57,C1271662433,82535.57,0,C4388262,0,82535.57,1,0
658,CASH_OUT,120582.86,C247557474,120582.86,0,C1026686567,322996.71,443579.57,1,0
658,CASH_OUT,619824.64,C989559547,619824.64,0,C537664657,1420676.78,2040501.42,1,0
658,CASH_OUT,1641792.79,C140720435,1641792.79,0,C993905449,536929.18,2178721.97,1,0
658,CASH_OUT,8730600.58,C1590395791,8730600.58,0,C1505080875,256439.26,8987039.84,1,0
658,TRANSFER,24522.52,C465687817,24522.52,0,C765570809,0,0,1,0
658,TRANSFER,54583.71,C1580268172,54583.71,0,C1057362317,0,0,1,0
658,TRANSFER,82535.57,C1234776614,82535.57,0,C1827585745,0,0,1,0
658,TRANSFER,120582.86,C1665536946,120582.86,0,C752144431,0,0,1,0
658,TRANSFER,619824.64,C287805617,619824.64,0,C2077204488,0,0,1,0
658,TRANSFER,1641792.79,C13225797,1641792.79,0,C600757779,0,0,1,0
658,TRANSFER,8730600.58,C1419011226,8730600.58,0,C150488099,0,0,1,0
659,CASH_OUT,50577.26,C1270665617,50577.26,0,C465118409,9581426.29,9632003.55,1,0
659,CASH_OUT,420270.22,C1424396112,420270.22,0,C1810367119,10608106.66,11028376.88,1,0
659,CASH_OUT,1321984.45,C1969225423,1321984.45,0,C402356824,0,1321984.45,1,0
659,CASH_OUT,1423627.83,C780642333,1423627.83,0,C320130063,0,1423627.83,1,0
659,CASH_OUT,1467987.57,C1217465014,1467987.57,0,C1474379579,0,1467987.57,1,0
659,TRANSFER,50577.26,C1316214248,50577.26,0,C258297830,0,0,1,0
659,TRANSFER,420270.22,C1167620756,420270.22,0,C1180137565,0,0,1,0
659,TRANSFER,1321984.45,C1167513964,1321984.45,0,C1455896575,0,0,1,0
659,TRANSFER,1423627.83,C552198318,1423627.83,0,C341414106,0,0,1,0
659,TRANSFER,1467987.57,C2035870900,1467987.57,0,C1336055115,0,0,1,0
660,CASH_OUT,6749.18,C853796614,6749.18,0,C1244384695,136928.04,143677.22,1,0
660,CASH_OUT,14360.12,C808321528,14360.12,0,C314882858,8869218.72,8883578.84,1,0
660,CASH_OUT,48516.87,C982362402,48516.87,0,C1249564972,4433683.27,4482200.14,1,0
660,CASH_OUT,51725.86,C659685895,51725.86,0,C846863842,31743.54,83469.4,1,0
660,CASH_OUT,227994.78,C1205421023,227994.78,0,C231892160,0,227994.78,1,0
660,CASH_OUT,619502.08,C213157987,619502.08,0,C1929563622,4755457.2,5374959.28,1,0
660,TRANSFER,6749.18,C1815959102,6749.18,0,C2020586953,0,0,1,0
660,TRANSFER,14360.12,C402057107,14360.12,0,C1957774921,0,0,1,0
660,TRANSFER,48516.87,C226017456,48516.87,0,C116841547,0,0,1,0
660,TRANSFER,51725.86,C141049972,51725.86,0,C823707248,0,0,1,0
660,TRANSFER,227994.78,C121156353,227994.78,0,C142613727,0,0,1,0
660,TRANSFER,619502.08,C675587163,619502.08,0,C1770033069,0,0,1,0
661,CASH_OUT,626195.24,C739010400,626195.24,0,C41563134,342735.9,968931.14,1,0
661,CASH_OUT,2140888.35,C1698317518,2140888.35,0,C1796866708,7440.39,2148328.74,1,0
661,CASH_OUT,6695070.79,C1967421709,6695070.79,0,C1677888085,4177322.28,10872393.07,1,0
661,CASH_OUT,10000000,C2037423136,10000000,0,C1464217009,110409.52,10110409.52,1,0
661,TRANSFER,626195.24,C1473713823,626195.24,0,C147889892,0,0,1,0
661,TRANSFER,2140888.35,C341573287,2140888.35,0,C1419097479,0,0,1,0
661,TRANSFER,6695070.79,C1895081516,6695070.79,0,C849791185,0,0,1,0
661,TRANSFER,10000000,C1058583308,12140888.35,2140888.35,C2061400193,0,0,1,0
662,CASH_OUT,1468304.35,C1130194242,1468304.35,0,C1082598322,0,1468304.35,1,0
662,TRANSFER,1468304.35,C151325855,1468304.35,0,C1135260060,0,0,1,0
663,CASH_OUT,25472.32,C1078921591,25472.32,0,C1071005628,0,25472.32,1,0
663,CASH_OUT,115782.68,C1315392572,115782.68,0,C149911894,45843.46,161626.14,1,0
663,CASH_OUT,202952.03,C1256769742,202952.03,0,C1042309658,2738806.2,2941758.22,1,0
663,CASH_OUT,473387.81,C1845867430,473387.81,0,C766242305,100129.18,573516.99,1,0
663,CASH_OUT,803441.31,C904630616,803441.31,0,C1135595077,1006726.81,1810168.11,1,0
663,TRANSFER,25472.32,C884847984,25472.32,0,C1136166094,0,0,1,0
663,TRANSFER,115782.68,C921534959,115782.68,0,C509574480,0,0,1,0
663,TRANSFER,202952.03,C738020926,202952.03,0,C1822733472,0,0,1,0
663,TRANSFER,473387.81,C2062128137,473387.81,0,C53265363,0,0,1,0
663,TRANSFER,803441.31,C1991283883,803441.31,0,C8323511,0,0,1,0
664,CASH_OUT,4651.43,C59743655,4651.43,0,C1943832045,4812422.91,4817074.35,1,0
664,CASH_OUT,62184.44,C562520723,62184.44,0,C708647273,0,62184.44,1,0
664,CASH_OUT,64181.21,C328238019,64181.21,0,C801596045,0,64181.21,1,0
664,CASH_OUT,84771.55,C528998506,84771.55,0,C1971161098,1016318.82,1101090.37,1,0
664,CASH_OUT,171935.25,C625073662,171935.25,0,C1553779926,1659262.19,1831197.43,1,0
664,CASH_OUT,331729.06,C1734852637,331729.06,0,C537407577,203752.53,535481.59,1,0
664,CASH_OUT,397069.12,C824215467,397069.12,0,C1024853956,0,397069.12,1,0
664,CASH_OUT,639991.03,C1750763630,639991.03,0,C2000520198,0,639991.03,1,0
664,CASH_OUT,5652739.69,C90885996,5652739.69,0,C477262059,1662631.92,7315371.62,1,0
664,CASH_OUT,7807640.17,C501884984,7807640.17,0,C181617125,273879.35,8081519.52,1,0
664,TRANSFER,4651.43,C390569231,4651.43,0,C1354246333,0,0,1,0
664,TRANSFER,62184.44,C921483031,62184.44,0,C279130483,0,0,1,0
664,TRANSFER,64181.21,C2122561509,64181.21,0,C1173885785,0,0,1,0
664,TRANSFER,84771.55,C353441050,84771.55,0,C1305397370,0,0,1,0
664,TRANSFER,171935.25,C1235622131,171935.25,0,C432129572,0,0,1,0
664,TRANSFER,331729.06,C1287144716,331729.06,0,C1962276701,0,0,1,0
664,TRANSFER,397069.12,C767878011,397069.12,0,C205844537,0,0,1,0
664,TRANSFER,639991.03,C1557521706,639991.03,0,C359361897,0,0,1,0
664,TRANSFER,5652739.69,C1605555935,5652739.69,0,C348655001,0,0,1,0
664,TRANSFER,7807640.17,C843174735,7807640.17,0,C1348278201,0,0,1,0
665,CASH_OUT,40819.72,C493844715,40819.72,0,C195565327,1455161.15,1495980.87,1,0
665,CASH_OUT,290491.12,C1637432706,290491.12,0,C1333107954,239594.76,530085.88,1,0
665,CASH_OUT,454483.23,C2048358665,454483.23,0,C1850194854,3101746.61,3556229.83,1,0
665,CASH_OUT,866712.19,C929434570,866712.19,0,C564977674,2284736.59,3151448.78,1,0
665,CASH_OUT,2799902.39,C780357987,2799902.39,0,C953537068,1895743.5,4695645.89,1,0
665,TRANSFER,40819.72,C1550949725,40819.72,0,C1977996948,0,0,1,0
665,TRANSFER,290491.12,C1428518412,290491.12,0,C875460350,0,0,1,0
665,TRANSFER,454483.23,C956916023,454483.23,0,C1172004131,0,0,1,0
665,TRANSFER,866712.19,C2071265703,866712.19,0,C1234810608,0,0,1,0
665,TRANSFER,2799902.39,C691812309,2799902.39,0,C469925272,0,0,1,0
666,CASH_OUT,113336.41,C403276933,113336.41,0,C506139179,0,113336.41,1,0
666,CASH_OUT,145944.8,C1366476838,145944.8,0,C248211897,122425.15,268369.95,1,0
666,CASH_OUT,504362.34,C1885602462,504362.34,0,C1876362324,0,504362.34,1,0
666,TRANSFER,113336.41,C1184786020,113336.41,0,C1519560642,0,0,1,0
666,TRANSFER,145944.8,C69590839,145944.8,0,C835899289,0,0,1,0
666,TRANSFER,504362.34,C1846239303,504362.34,0,C19567872,0,0,1,0
667,CASH_OUT,71554.74,C1625817062,71554.74,0,C1560648238,527488.43,599043.17,1,0
667,CASH_OUT,161536.55,C1916979174,161536.55,0,C857162108,5580.01,167116.56,1,0
667,CASH_OUT,429257.45,C1101793112,429257.45,0,C254695066,0,429257.45,1,0
667,TRANSFER,71554.74,C118393699,71554.74,0,C1077131612,0,0,1,0
667,TRANSFER,161536.55,C1715615477,161536.55,0,C418678558,0,0,1,0
667,TRANSFER,429257.45,C684872435,429257.45,0,C227709254,0,0,1,0
668,CASH_OUT,307455.42,C1857166284,307455.42,0,C1314885852,0,307455.42,1,0
668,CASH_OUT,1576531.53,C2000069930,1576531.53,0,C1345448010,0,1576531.53,1,0
668,CASH_OUT,4022098.69,C105027468,4022098.69,0,C303839764,58314.1,4080412.79,1,0
668,CASH_OUT,7539165.76,C937983122,7539165.76,0,C2117385631,63054.95,7602220.71,1,0
668,TRANSFER,307455.42,C103081762,307455.42,0,C132241183,0,0,1,0
668,TRANSFER,1576531.53,C1382437370,1576531.53,0,C1002538556,0,0,1,0
668,TRANSFER,4022098.69,C1924819365,4022098.69,0,C295800358,0,0,1,0
668,TRANSFER,7539165.76,C64015154,7539165.76,0,C1744865437,0,0,1,0
669,CASH_OUT,57658.26,C855053423,57658.26,0,C1354741031,11688322.73,11745980.99,1,0
669,CASH_OUT,106290.68,C1300397389,106290.68,0,C775257177,0,106290.68,1,0
669,CASH_OUT,111033.79,C628538240,111033.79,0,C1203444656,470258.81,581292.59,1,0
669,CASH_OUT,5388834.64,C1888149669,5388834.64,0,C1774338708,218151.69,5606986.33,1,0
669,TRANSFER,57658.26,C485976806,57658.26,0,C399785222,0,0,1,0
669,TRANSFER,106290.68,C1767695983,106290.68,0,C742240687,0,0,1,0
669,TRANSFER,111033.79,C873843844,111033.79,0,C1541089599,0,0,1,0
669,TRANSFER,5388834.64,C2045535389,5388834.64,0,C1440223571,0,0,1,0
670,CASH_OUT,929106.32,C1484947776,929106.32,0,C1894579246,559809.62,1488915.94,1,0
670,CASH_OUT,1001446.44,C1868561547,1001446.44,0,C597212846,0,1001446.44,1,0
670,CASH_OUT,1097309.24,C1436982406,1097309.24,0,C2024942087,0,1097309.24,1,0
670,CASH_OUT,1938347.14,C106058139,1938347.14,0,C1218665261,294911.92,2233259.06,1,0
670,CASH_OUT,2113271.99,C1131491121,2113271.99,0,C1812574697,1444605.24,3557877.23,1,0
670,CASH_OUT,10000000,C1795726585,10000000,0,C912767355,1476475.64,11476475.64,1,0
670,TRANSFER,929106.32,C1689585176,929106.32,0,C57612044,0,0,1,0
670,TRANSFER,1001446.44,C1562259675,1001446.44,0,C1017072686,0,0,1,0
670,TRANSFER,1097309.24,C316288377,1097309.24,0,C2134101004,0,0,1,0
670,TRANSFER,1938347.14,C574846060,1938347.14,0,C1073035418,0,0,1,0
670,TRANSFER,2113271.99,C843436467,2113271.99,0,C645604137,0,0,1,0
670,TRANSFER,10000000,C2085303535,12113271.99,2113271.99,C1010370571,0,0,1,0
671,CASH_OUT,0,C1960007029,0,0,C459118517,27938.72,27938.72,1,0
671,CASH_OUT,3544.76,C1600071460,3544.76,0,C866057114,1149120.99,1152665.75,1,0
671,CASH_OUT,36956.27,C1768139815,36956.27,0,C1475840276,116628.89,153585.15,1,0
671,CASH_OUT,61505.06,C1939346378,61505.06,0,C551669162,287479.07,348984.13,1,0
671,CASH_OUT,152724.32,C1062499255,152724.32,0,C455705565,0,152724.32,1,0
671,CASH_OUT,188731.21,C1456949196,188731.21,0,C1275666742,591154.11,779885.32,1,0
671,CASH_OUT,10000000,C1086171385,10000000,0,C1542053333,980488.81,10980488.81,1,0
671,CASH_OUT,10000000,C1122738410,10000000,0,C875530566,16889.8,10016889.8,1,0
671,CASH_OUT,10000000,C546529,10000000,0,C1056895901,0,10000000,1,0
671,TRANSFER,3544.76,C722684356,3544.76,0,C1017361151,0,0,1,0
671,TRANSFER,36956.27,C958794947,36956.27,0,C1433224655,0,0,1,0
671,TRANSFER,61505.06,C1590661770,61505.06,0,C1045739215,0,0,1,0
671,TRANSFER,152724.32,C1406252838,152724.32,0,C1821499919,0,0,1,0
671,TRANSFER,188731.21,C1388119731,188731.21,0,C1365710126,0,0,1,0
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0,0,1,1
671,TRANSFER,10000000,C1607380762,13441041.46,3441041.46,C1683234279,0,0,1,0
671,TRANSFER,10000000,C475879190,23441041.46,13441041.46,C1395082788,0,0,1,0
671,TRANSFER,10000000,C916267146,33441041.46,23441041.46,C1505960727,0,0,1,0
672,CASH_OUT,21332.46,C770584215,21332.46,0,C1804557004,0,21332.46,1,0
672,CASH_OUT,234787.38,C1169480265,234787.38,0,C971747448,3932349.43,4167136.82,1,0
672,CASH_OUT,330756.72,C550919269,330756.72,0,C2020707965,251495.1,582251.83,1,0
672,CASH_OUT,7218629.01,C578564110,7218629.01,0,C903355474,0,7218629.01,1,0
672,TRANSFER,21332.46,C899485739,21332.46,0,C1469356710,0,0,1,0
672,TRANSFER,234787.38,C1526831204,234787.38,0,C801426364,0,0,1,0
672,TRANSFER,330756.72,C2036720607,330756.72,0,C2048695496,0,0,1,0
672,TRANSFER,7218629.01,C426878281,7218629.01,0,C1596412871,0,0,1,0
673,CASH_OUT,73053.41,C950160827,73053.41,0,C1254045006,811041.41,884094.82,1,0
673,CASH_OUT,145067.24,C980295084,145067.24,0,C1347498132,1415212.22,1560279.46,1,0
673,CASH_OUT,329055.47,C2044227018,329055.47,0,C355168842,0,329055.47,1,0
673,CASH_OUT,645104.5,C649790605,645104.5,0,C351734754,0,645104.5,1,0
673,CASH_OUT,888905.27,C1419832653,888905.27,0,C471935282,220392.44,1109297.71,1,0
673,CASH_OUT,897875.35,C1479974036,897875.35,0,C1078117334,0,897875.35,1,0
673,TRANSFER,73053.41,C1113510889,73053.41,0,C1359285806,0,0,1,0
673,TRANSFER,145067.24,C779070878,145067.24,0,C286939302,0,0,1,0
673,TRANSFER,329055.47,C1091119024,329055.47,0,C538971825,0,0,1,0
673,TRANSFER,645104.5,C986606051,645104.5,0,C175407589,0,0,1,0
673,TRANSFER,888905.27,C130753302,888905.27,0,C1877166581,0,0,1,0
673,TRANSFER,897875.35,C7692150,897875.35,0,C402300594,0,0,1,0
674,CASH_OUT,64083.54,C1268763135,64083.54,0,C1346372466,0,64083.54,1,0
674,CASH_OUT,171651.7,C1811092030,171651.7,0,C1174681739,2336193.5,2507845.2,1,0
674,CASH_OUT,306505.03,C1205102139,306505.03,0,C125162058,0,306505.03,1,0
674,CASH_OUT,932922.6,C1600632872,932922.6,0,C229575855,400110.15,1333032.75,1,0
674,CASH_OUT,3288377.47,C1509113687,3288377.47,0,C579531437,158090.12,3446467.59,1,0
674,CASH_OUT,6250438.78,C951549308,6250438.78,0,C1717545219,0,6250438.78,1,0
674,CASH_OUT,10000000,C2029948339,10000000,0,C120055626,879169.43,10879169.43,1,0
674,TRANSFER,64083.54,C1212154134,64083.54,0,C426812212,0,0,1,0
674,TRANSFER,171651.7,C582884877,171651.7,0,C2136467775,0,0,1,0
674,TRANSFER,306505.03,C1263270388,306505.03,0,C1682837387,0,0,1,0
674,TRANSFER,932922.6,C612277580,932922.6,0,C1507701948,0,0,1,0
674,TRANSFER,3288377.47,C1001875185,3288377.47,0,C690110733,0,0,1,0
674,TRANSFER,6250438.78,C2029976755,6250438.78,0,C693212579,0,0,1,0
674,TRANSFER,10000000,C200219666,16250438.78,6250438.78,C2086144828,0,0,1,0
675,CASH_OUT,43440.97,C761772957,43440.97,0,C2009987911,0,43440.97,1,0
675,CASH_OUT,950766.15,C1344002266,950766.15,0,C837820627,0,950766.15,1,0
675,CASH_OUT,1091589.88,C9735820,1091589.88,0,C158741308,375880.91,1467470.79,1,0
675,CASH_OUT,2772043.9,C1162550194,2772043.9,0,C27397338,2985997.42,5758041.32,1,0
675,CASH_OUT,10000000,C392319907,10000000,0,C852706972,759509.55,10759509.55,1,0
675,TRANSFER,43440.97,C587426597,43440.97,0,C1630185413,0,0,1,0
675,TRANSFER,950766.15,C1599964062,950766.15,0,C1375613207,0,0,1,0
675,TRANSFER,1091589.88,C99498713,1091589.88,0,C1363621822,0,0,1,0
675,TRANSFER,2772043.9,C48717380,2772043.9,0,C230089691,0,0,1,0
675,TRANSFER,10000000,C1291955358,12772043.9,2772043.9,C285979005,0,0,1,0
676,CASH_OUT,171572.06,C2025735380,171572.06,0,C1904581587,478287.66,649859.72,1,0
676,CASH_OUT,327773.15,C1561550785,327773.15,0,C1078506798,696949.46,1024722.61,1,0
676,CASH_OUT,3542716.02,C488587409,3542716.02,0,C1867928839,4746.62,3547462.65,1,0
676,CASH_OUT,5016884.33,C1525254623,5016884.33,0,C1911342883,3425450.21,8442334.54,1,0
676,TRANSFER,171572.06,C1854902187,171572.06,0,C920320326,0,0,1,0
676,TRANSFER,327773.15,C505663484,327773.15,0,C667256614,0,0,1,0
676,TRANSFER,3542716.02,C1521869137,3542716.02,0,C377406581,0,0,1,0
676,TRANSFER,5016884.33,C60690342,5016884.33,0,C1327214337,0,0,1,0
677,CASH_OUT,1136374.62,C110707602,1136374.62,0,C348031801,820273.26,1956647.88,1,0
677,CASH_OUT,1600721.32,C2142600203,1600721.32,0,C1363796559,0,1600721.32,1,0
677,CASH_OUT,9295454.24,C918631268,9295454.24,0,C1985219083,486305.42,9781759.67,1,0
677,CASH_OUT,10000000,C1896858408,10000000,0,C952858643,1622330.57,11622330.57,1,0
677,TRANSFER,1136374.62,C964435402,1136374.62,0,C9599628,0,0,1,0
677,TRANSFER,1600721.32,C1890383797,1600721.32,0,C1224355851,0,0,1,0
677,TRANSFER,9295454.24,C1216463302,9295454.24,0,C1920599052,0,0,1,0
677,TRANSFER,10000000,C1709472240,19295454.24,9295454.24,C225746427,0,0,1,0
678,CASH_OUT,194876.96,C1352461400,194876.96,0,C1257290689,148344.11,343221.07,1,0
678,CASH_OUT,749316.7,C266009460,749316.7,0,C979680839,129235.97,878552.67,1,0
678,CASH_OUT,1536733.52,C1159622311,1536733.52,0,C175494293,244150.15,1780883.67,1,0
678,TRANSFER,194876.96,C483764611,194876.96,0,C1709387951,0,0,1,0
678,TRANSFER,749316.7,C965198261,749316.7,0,C636887341,0,0,1,0
678,TRANSFER,1536733.52,C287247787,1536733.52,0,C310163426,0,0,1,0
679,CASH_OUT,198383.8,C799430524,198383.8,0,C1073905576,2367972.08,2566355.88,1,0
679,CASH_OUT,403274.41,C1311838083,403274.41,0,C13335239,0,403274.41,1,0
679,CASH_OUT,3150438.28,C1100799459,3150438.28,0,C314198067,6711.43,3157149.71,1,0
679,TRANSFER,198383.8,C604057194,198383.8,0,C1016011422,0,0,1,0
679,TRANSFER,403274.41,C1168831022,403274.41,0,C266215740,0,0,1,0
679,TRANSFER,3150438.28,C1921052827,3150438.28,0,C117597233,0,0,1,0
680,CASH_OUT,28399.72,C1669123566,28399.72,0,C1364689982,128264.68,156664.4,1,0
680,CASH_OUT,227668.22,C838079737,227668.22,0,C971866524,53722.04,281390.26,1,0
680,CASH_OUT,272716.64,C1588399421,272716.64,0,C664179089,1019542.34,1292258.98,1,0
680,CASH_OUT,442460.31,C528702862,442460.31,0,C1833040956,0,442460.31,1,0
680,CASH_OUT,674541.55,C154212994,674541.55,0,C674401902,13481.42,688022.97,1,0
680,CASH_OUT,1685692.11,C1016616731,1685692.11,0,C1739928353,1005757.39,2691449.5,1,0
680,CASH_OUT,1819405.69,C960377084,1819405.69,0,C524632299,7549887.38,9369293.07,1,0
680,CASH_OUT,2254417.02,C1037004570,2254417.02,0,C2017288249,592897.44,2847314.47,1,0
680,CASH_OUT,2651994.1,C1963804586,2651994.1,0,C621396903,0,2651994.1,1,0
680,CASH_OUT,10000000,C2129111288,10000000,0,C503344531,128711.99,10128711.99,1,0
680,CASH_OUT,10000000,C466387318,10000000,0,C1396306912,0,10000000,1,0
680,TRANSFER,28399.72,C916162513,28399.72,0,C1708739,0,0,1,0
680,TRANSFER,227668.22,C874397913,227668.22,0,C528730854,0,0,1,0
680,TRANSFER,272716.64,C1539029017,272716.64,0,C546068796,0,0,1,0
680,TRANSFER,442460.31,C1158825212,442460.31,0,C643125420,0,0,1,0
680,TRANSFER,674541.55,C418612921,674541.55,0,C1678643281,0,0,1,0
680,TRANSFER,1685692.11,C1039970092,1685692.11,0,C476797859,0,0,1,0
680,TRANSFER,1819405.69,C256643277,1819405.69,0,C865759561,0,0,1,0
680,TRANSFER,2254417.02,C1125239020,2254417.02,0,C986951874,0,0,1,0
680,TRANSFER,2651994.1,C863787360,2651994.1,0,C1968421916,0,0,1,0
680,TRANSFER,10000000,C1396564541,12254417.02,2254417.02,C129828249,0,0,1,0
680,TRANSFER,10000000,C23027348,12651994.1,2651994.1,C1188014046,0,0,1,0
681,CASH_OUT,807466.16,C344825727,807466.16,0,C997289329,103628.07,911094.22,1,0
681,CASH_OUT,8104557.88,C397420710,8104557.88,0,C1434531714,0,8104557.88,1,0
681,TRANSFER,807466.16,C1365547819,807466.16,0,C1383531200,0,0,1,0
681,TRANSFER,8104557.88,C2106211047,8104557.88,0,C1629558772,0,0,1,0
682,CASH_OUT,5271.46,C1642527163,5271.46,0,C1423205265,11605234.19,11610505.64,1,0
682,CASH_OUT,64557.77,C1662040818,64557.77,0,C906325227,9899500.06,9964057.83,1,0
682,CASH_OUT,368951.94,C2106880723,368951.94,0,C626396465,19141.57,388093.51,1,0
682,TRANSFER,5271.46,C1799298799,5271.46,0,C825667044,0,0,1,0
682,TRANSFER,64557.77,C832155685,64557.77,0,C92914584,0,0,1,0
682,TRANSFER,368951.94,C1613048807,368951.94,0,C1093117113,0,0,1,0
683,CASH_OUT,34502.7,C1979899014,34502.7,0,C15770449,0,34502.7,1,0
683,CASH_OUT,73929.99,C652139882,73929.99,0,C641860418,1640832.48,1714762.47,1,0
683,CASH_OUT,93483.23,C1773649560,93483.23,0,C2085820540,86882.3,180365.53,1,0
683,CASH_OUT,6545346.16,C1540810051,6545346.16,0,C123543768,272331.73,6817677.89,1,0
683,TRANSFER,34502.7,C2045698445,34502.7,0,C117267228,0,0,1,0
683,TRANSFER,73929.99,C730317157,73929.99,0,C343919931,0,0,1,0
683,TRANSFER,93483.23,C1834440439,93483.23,0,C678733325,0,0,1,0
683,TRANSFER,6545346.16,C2078436803,6545346.16,0,C653053938,0,0,1,0
684,CASH_OUT,459.38,C24326875,459.38,0,C1071787427,277498.02,277957.4,1,0
684,CASH_OUT,168303.36,C1470072286,168303.36,0,C1698955763,372764.3,541067.66,1,0
684,CASH_OUT,537025.01,C1996857872,537025.01,0,C1192227259,10631848.04,11168873.06,1,0
684,CASH_OUT,1430050.84,C874660018,1430050.84,0,C1640923473,0,1430050.84,1,0
684,TRANSFER,459.38,C295421144,459.38,0,C2125715094,0,0,1,0
684,TRANSFER,168303.36,C1085553126,168303.36,0,C440988194,0,0,1,0
684,TRANSFER,537025.01,C1744276151,537025.01,0,C38221870,0,0,1,0
684,TRANSFER,1430050.84,C590147812,1430050.84,0,C490830466,0,0,1,0
685,CASH_OUT,47061.52,C1390208933,47061.52,0,C72626966,372871.76,419933.28,1,0
685,CASH_OUT,73110.82,C1141317489,73110.82,0,C301882275,203551.47,276662.29,1,0
685,CASH_OUT,537539.97,C229919589,537539.97,0,C1914366882,0,537539.97,1,0
685,CASH_OUT,1933121.35,C917618384,1933121.35,0,C235519584,298353.09,2231474.43,1,0
685,CASH_OUT,4886423.05,C1572906420,4886423.05,0,C288685482,0,4886423.05,1,0
685,CASH_OUT,6295010.28,C1227906023,6295010.28,0,C1846430620,2848244.08,9143254.36,1,0
685,CASH_OUT,10000000,C1981814103,10000000,0,C1037865562,56142.18,10056142.18,1,0
685,TRANSFER,47061.52,C964153442,47061.52,0,C1853850752,0,0,1,0
685,TRANSFER,73110.82,C1808244239,73110.82,0,C1237294806,0,0,1,0
685,TRANSFER,537539.97,C1135563168,537539.97,0,C743232088,0,0,1,0
685,TRANSFER,1933121.35,C1845779361,1933121.35,0,C1809033078,0,0,1,0
685,TRANSFER,4886423.05,C557894266,4886423.05,0,C1725513942,0,0,1,0
685,TRANSFER,6295010.28,C1070365668,6295010.28,0,C874365535,0,0,1,0
685,TRANSFER,10000000,C1131684691,14886423.05,4886423.05,C1143448210,0,0,1,0
686,CASH_OUT,107732.98,C110351076,107732.98,0,C1517484697,459838.99,567571.96,1,0
686,CASH_OUT,134227.05,C814528974,134227.05,0,C1989640257,2789107.98,2923335.03,1,0
686,CASH_OUT,160088.68,C590262415,160088.68,0,C668046170,301078.64,461167.32,1,0
686,CASH_OUT,198043.93,C1582832873,198043.93,0,C1178877830,17003.34,215047.27,1,0
686,CASH_OUT,974452.84,C682621695,974452.84,0,C1761064421,510824.52,1485277.35,1,0
686,CASH_OUT,1411271.23,C326865678,1411271.23,0,C445084724,579602.96,1990874.19,1,0
686,CASH_OUT,1467968.73,C1032013375,1467968.73,0,C293921513,0,1467968.73,1,0
686,CASH_OUT,1637875.33,C1616830000,1637875.33,0,C682431891,2042965.58,3680840.92,1,0
686,TRANSFER,107732.98,C1782019043,107732.98,0,C237935260,0,0,1,0
686,TRANSFER,134227.05,C1013220847,134227.05,0,C1135493559,0,0,1,0
686,TRANSFER,160088.68,C489042260,160088.68,0,C1106727089,0,0,1,0
686,TRANSFER,198043.93,C2141973134,198043.93,0,C753192820,0,0,1,0
686,TRANSFER,974452.84,C1044598698,974452.84,0,C1435437474,0,0,1,0
686,TRANSFER,1411271.23,C1426773355,1411271.23,0,C285961012,0,0,1,0
686,TRANSFER,1467968.73,C1506243031,1467968.73,0,C1384352082,0,0,1,0
686,TRANSFER,1637875.33,C1652871533,1637875.33,0,C624254500,0,0,1,0
687,CASH_OUT,69077.14,C2075375102,69077.14,0,C2132856872,110691.08,179768.22,1,0
687,CASH_OUT,398157.05,C1880789333,398157.05,0,C1819185781,703136.65,1101293.69,1,0
687,CASH_OUT,458845.55,C2065762826,458845.55,0,C549201409,388945.59,847791.14,1,0
687,CASH_OUT,3009125.59,C1336183748,3009125.59,0,C1701261765,46901.34,3056026.93,1,0
687,TRANSFER,69077.14,C2069569209,69077.14,0,C1003619052,0,0,1,0
687,TRANSFER,398157.05,C1122751474,398157.05,0,C1073661703,0,0,1,0
687,TRANSFER,458845.55,C1038719684,458845.55,0,C452022612,0,0,1,0
687,TRANSFER,3009125.59,C1108630642,3009125.59,0,C1010618202,0,0,1,0
688,CASH_OUT,676913.69,C1681616324,676913.69,0,C624338694,2202695.62,2879609.32,1,0
688,CASH_OUT,735329.1,C2010603777,735329.1,0,C375961798,0,735329.1,1,0
688,CASH_OUT,971133.63,C184826905,971133.63,0,C1167936377,6456.76,977590.39,1,0
688,CASH_OUT,7442005.19,C507311282,7442005.19,0,C381971403,0,7442005.19,1,0
688,TRANSFER,676913.69,C1687942952,676913.69,0,C2049734595,0,0,1,0
688,TRANSFER,735329.1,C1327882647,735329.1,0,C1358165818,0,0,1,0
688,TRANSFER,971133.63,C601676623,971133.63,0,C1032131378,0,0,1,0
688,TRANSFER,7442005.19,C1517198206,7442005.19,0,C1743049474,0,0,1,0
689,CASH_OUT,49492.39,C442653315,49492.39,0,C1646646349,0,49492.39,1,0
689,CASH_OUT,228416.57,C583786481,228416.57,0,C140205588,42676.83,271093.4,1,0
689,CASH_OUT,276253.24,C921347828,276253.24,0,C291010044,247810.47,524063.71,1,0
689,CASH_OUT,291527.75,C1188824015,291527.75,0,C1048740617,0,291527.75,1,0
689,CASH_OUT,953615.38,C1034067842,953615.38,0,C64488744,0,953615.38,1,0
689,CASH_OUT,2163012.63,C1593930308,2163012.63,0,C1515597867,0,2163012.63,1,0
